ligacao_id,origem,destino,data_hora,duracao_segundos
L00716,(81) 90001-0001,(81) 90001-0008,2025-04-01 22:02:00,714
L00717,(81) 90001-0001,(81) 90001-0002,2025-04-01 10:22:00,32
L00718,(81) 90001-0001,(81) 90001-0003,2025-04-01 22:45:00,203
L00719,(81) 90001-0009,(81) 90001-0010,2025-04-02 15:14:00,313
L00720,(81) 90001-0001,(81) 90001-0004,2025-04-02 06:12:00,200
L00721,(81) 90001-0001,(81) 90001-0002,2025-04-02 07:14:00,621
L00722,(81) 90001-0002,(81) 90001-0006,2025-04-02 21:39:00,315
L00723,(81) 90001-0011,(81) 90001-0012,2025-04-02 06:43:00,198
L00724,(81) 90001-0002,(81) 90001-0004,2025-04-02 11:53:00,743
L00725,(81) 90001-0011,(81) 90001-0012,2025-04-03 11:33:00,508
L00726,(81) 90001-0004,(81) 90001-0008,2025-04-03 07:59:00,414
L00727,(81) 90001-0001,(81) 90001-0002,2025-04-03 13:14:00,153
L00728,(81) 90001-0003,(81) 90001-0012,2025-04-03 22:36:00,808
L00729,(81) 90001-0001,(81) 90001-0004,2025-04-03 10:29:00,511
L00730,(81) 90001-0008,(81) 90001-0009,2025-04-03 15:14:00,781
L00731,(81) 90001-0003,(81) 90001-0006,2025-04-03 16:05:00,66
L00732,(81) 90001-0004,(81) 90001-0009,2025-04-03 18:47:00,153
L00733,(81) 90001-0011,(81) 90001-0012,2025-04-03 20:58:00,459
L00734,(81) 90001-0001,(81) 90001-0008,2025-04-03 12:10:00,76
L00735,(81) 90001-0001,(81) 90001-0002,2025-04-04 19:18:00,510
L00736,(81) 90001-0001,(81) 90001-0008,2025-04-04 09:29:00,795
L00737,(81) 90001-0006,(81) 90001-0011,2025-04-04 17:16:00,284
L00738,(81) 90001-0002,(81) 90001-0006,2025-04-04 20:02:00,789
L00739,(81) 90001-0002,(81) 90001-0006,2025-04-04 21:40:00,124
L00740,(81) 90001-0003,(81) 90001-0012,2025-04-04 20:09:00,19
L00741,(81) 90001-0009,(81) 90001-0010,2025-04-04 19:28:00,861
L00742,(81) 90001-0006,(81) 90001-0011,2025-04-04 11:44:00,603
L00743,(81) 90001-0002,(81) 90001-0004,2025-04-04 21:45:00,479
L00744,(81) 90001-0004,(81) 90001-0009,2025-04-05 08:49:00,443
L00745,(81) 90001-0004,(81) 90001-0008,2025-04-05 22:46:00,346
L00746,(81) 90001-0002,(81) 90001-0006,2025-04-05 19:01:00,96
L00747,(81) 90001-0001,(81) 90001-0003,2025-04-05 23:30:00,862
L00748,(81) 90001-0002,(81) 90001-0006,2025-04-06 11:49:00,755
L00749,(81) 90001-0003,(81) 90001-0012,2025-04-06 20:51:00,525
L00750,(81) 90001-0011,(81) 90001-0012,2025-04-06 16:40:00,717
L00751,(81) 90001-0006,(81) 90001-0011,2025-04-06 09:46:00,412
L00752,(81) 90001-0002,(81) 90001-0006,2025-04-06 13:13:00,332
L00753,(81) 90001-0004,(81) 90001-0008,2025-04-06 19:33:00,500
L00754,(81) 90001-0001,(81) 90001-0002,2025-04-06 08:13:00,133
L00755,(81) 90001-0001,(81) 90001-0003,2025-04-06 22:16:00,253
L00756,(81) 90001-0011,(81) 90001-0012,2025-04-06 12:45:00,119
L00757,(81) 90001-0006,(81) 90001-0011,2025-04-06 23:39:00,399
L00758,(81) 90001-0004,(81) 90001-0008,2025-04-06 06:44:00,858
L00759,(81) 90001-0001,(81) 90001-0008,2025-04-07 22:15:00,48
L00760,(81) 90001-0004,(81) 90001-0009,2025-04-07 22:55:00,144
L00761,(81) 90001-0004,(81) 90001-0008,2025-04-07 09:24:00,748
L00762,(81) 90001-0001,(81) 90001-0003,2025-04-07 07:21:00,114
L00763,(81) 90001-0002,(81) 90001-0006,2025-04-07 22:55:00,761
L00764,(81) 90001-0006,(81) 90001-0011,2025-04-07 17:49:00,478
L00765,(81) 90001-0008,(81) 90001-0009,2025-04-07 12:01:00,687
L00766,(81) 90001-0003,(81) 90001-0012,2025-04-07 13:52:00,379
L00767,(81) 90001-0009,(81) 90001-0010,2025-04-07 20:43:00,476
L00768,(81) 90001-0001,(81) 90001-0004,2025-04-07 17:42:00,148
L00769,(81) 90001-0004,(81) 90001-0009,2025-04-07 12:23:00,555
L00770,(81) 90001-0001,(81) 90001-0008,2025-04-07 06:43:00,361
L00771,(81) 90001-0001,(81) 90001-0003,2025-04-08 22:11:00,220
L00772,(81) 90001-0006,(81) 90001-0011,2025-04-08 11:10:00,840
L00773,(81) 90001-0009,(81) 90001-0010,2025-04-08 09:37:00,307
L00774,(81) 90001-0001,(81) 90001-0002,2025-04-08 17:04:00,467
L00775,(81) 90001-0011,(81) 90001-0012,2025-04-08 09:10:00,838
L00776,(81) 90001-0002,(81) 90001-0006,2025-04-08 07:08:00,513
L00777,(81) 90001-0001,(81) 90001-0002,2025-04-08 19:42:00,30
L00778,(81) 90001-0003,(81) 90001-0012,2025-04-08 11:55:00,585
L00779,(81) 90001-0001,(81) 90001-0003,2025-04-08 20:59:00,868
L00780,(81) 90001-0002,(81) 90001-0004,2025-04-09 23:59:00,381
L00781,(81) 90001-0002,(81) 90001-0004,2025-04-09 10:50:00,403
L00782,(81) 90001-0004,(81) 90001-0008,2025-04-09 15:21:00,468
L00783,(81) 90001-0002,(81) 90001-0006,2025-04-09 06:03:00,366
L00784,(81) 90001-0004,(81) 90001-0008,2025-04-09 17:42:00,730
L00785,(81) 90001-0009,(81) 90001-0010,2025-04-09 14:20:00,608
L00786,(81) 90001-0009,(81) 90001-0010,2025-04-09 11:06:00,172
L00787,(81) 90001-0001,(81) 90001-0008,2025-04-09 10:11:00,692
L00788,(81) 90001-0001,(81) 90001-0004,2025-04-09 10:41:00,473
L00789,(81) 90001-0002,(81) 90001-0004,2025-04-10 20:09:00,254
L00790,(81) 90001-0001,(81) 90001-0002,2025-04-10 07:23:00,553
L00791,(81) 90001-0009,(81) 90001-0010,2025-04-10 20:53:00,635
L00792,(81) 90001-0008,(81) 90001-0009,2025-04-10 23:15:00,588
L00793,(81) 90001-0001,(81) 90001-0003,2025-04-10 09:19:00,790
L00794,(81) 90001-0008,(81) 90001-0009,2025-04-10 17:40:00,158
L00795,(81) 90001-0001,(81) 90001-0004,2025-04-11 15:46:00,223
L00796,(81) 90001-0002,(81) 90001-0006,2025-04-11 11:29:00,811
L00797,(81) 90001-0001,(81) 90001-0008,2025-04-11 13:11:00,476
L00798,(81) 90001-0011,(81) 90001-0012,2025-04-11 07:48:00,806
L00799,(81) 90001-0001,(81) 90001-0004,2025-04-11 23:15:00,271
L00800,(81) 90001-0001,(81) 90001-0008,2025-04-11 21:50:00,324
L00801,(81) 90001-0002,(81) 90001-0006,2025-04-12 14:28:00,481
L00802,(81) 90001-0006,(81) 90001-0011,2025-04-12 23:27:00,304
L00803,(81) 90001-0004,(81) 90001-0008,2025-04-12 15:36:00,95
L00804,(81) 90001-0009,(81) 90001-0010,2025-04-12 17:20:00,812
L00805,(81) 90001-0001,(81) 90001-0003,2025-04-12 10:44:00,507
L00806,(81) 90001-0002,(81) 90001-0004,2025-04-12 10:55:00,402
L00807,(81) 90001-0006,(81) 90001-0011,2025-04-13 07:37:00,702
L00808,(81) 90001-0004,(81) 90001-0008,2025-04-13 06:40:00,565
L00809,(81) 90001-0011,(81) 90001-0012,2025-04-13 07:48:00,572
L00810,(81) 90001-0009,(81) 90001-0010,2025-04-13 23:15:00,667
L00811,(81) 90001-0001,(81) 90001-0008,2025-04-13 15:34:00,628
L00812,(81) 90001-0001,(81) 90001-0008,2025-04-13 17:58:00,373
L00813,(81) 90001-0001,(81) 90001-0008,2025-04-14 07:51:00,714
L00814,(81) 90001-0008,(81) 90001-0009,2025-04-14 23:55:00,796
L00815,(81) 90001-0001,(81) 90001-0008,2025-04-14 23:45:00,872
L00816,(81) 90001-0004,(81) 90001-0008,2025-04-14 21:53:00,604
L00817,(81) 90001-0001,(81) 90001-0008,2025-04-14 16:43:00,274
L00818,(81) 90001-0004,(81) 90001-0009,2025-04-14 10:45:00,145
L00819,(81) 90001-0001,(81) 90001-0003,2025-04-14 23:35:00,432
L00820,(81) 90001-0011,(81) 90001-0012,2025-04-14 08:20:00,825
L00821,(81) 90001-0001,(81) 90001-0002,2025-04-14 10:25:00,408
L00822,(81) 90001-0003,(81) 90001-0006,2025-04-14 12:22:00,215
L00823,(81) 90001-0009,(81) 90001-0010,2025-04-15 23:17:00,408
L00824,(81) 90001-0001,(81) 90001-0008,2025-04-15 11:47:00,727
L00825,(81) 90001-0006,(81) 90001-0011,2025-04-15 19:38:00,810
L00826,(81) 90001-0003,(81) 90001-0012,2025-04-15 10:28:00,492
L00827,(81) 90001-0008,(81) 90001-0009,2025-04-15 13:29:00,79
L00828,(81) 90001-0003,(81) 90001-0006,2025-04-15 08:44:00,395
L00829,(81) 90001-0009,(81) 90001-0010,2025-04-15 20:26:00,733
L00830,(81) 90001-0004,(81) 90001-0008,2025-04-15 07:03:00,745
L00831,(81) 90001-0003,(81) 90001-0006,2025-04-15 10:58:00,360
L00832,(81) 90001-0006,(81) 90001-0011,2025-04-16 16:56:00,304
L00833,(81) 90001-0001,(81) 90001-0002,2025-04-16 09:55:00,303
L00834,(81) 90001-0009,(81) 90001-0010,2025-04-16 20:09:00,898
L00835,(81) 90001-0001,(81) 90001-0004,2025-04-16 18:26:00,790
L00836,(81) 90001-0001,(81) 90001-0002,2025-04-16 07:22:00,711
L00837,(81) 90001-0009,(81) 90001-0010,2025-04-16 09:15:00,516
L00838,(81) 90001-0001,(81) 90001-0002,2025-04-16 16:08:00,432
L00839,(81) 90001-0006,(81) 90001-0011,2025-04-16 17:40:00,294
L00840,(81) 90001-0001,(81) 90001-0004,2025-04-16 19:52:00,774
L00841,(81) 90001-0006,(81) 90001-0011,2025-04-16 13:39:00,409
L00842,(81) 90001-0001,(81) 90001-0002,2025-04-16 09:31:00,546
L00843,(81) 90001-0004,(81) 90001-0009,2025-04-16 15:59:00,157
L00844,(81) 90001-0001,(81) 90001-0008,2025-04-17 12:19:00,567
L00845,(81) 90001-0003,(81) 90001-0006,2025-04-17 22:39:00,191
L00846,(81) 90001-0001,(81) 90001-0004,2025-04-17 19:41:00,26
L00847,(81) 90001-0002,(81) 90001-0006,2025-04-17 21:00:00,900
L00848,(81) 90001-0001,(81) 90001-0008,2025-04-17 17:29:00,164
L00849,(81) 90001-0001,(81) 90001-0002,2025-04-17 23:37:00,108
L00850,(81) 90001-0002,(81) 90001-0006,2025-04-17 06:37:00,366
L00851,(81) 90001-0001,(81) 90001-0008,2025-04-17 21:14:00,71
L00852,(81) 90001-0001,(81) 90001-0003,2025-04-17 13:49:00,706
L00853,(81) 90001-0006,(81) 90001-0011,2025-04-17 12:39:00,682
L00854,(81) 90001-0009,(81) 90001-0010,2025-04-17 06:12:00,713
L00855,(81) 90001-0002,(81) 90001-0004,2025-04-18 11:12:00,423
L00856,(81) 90001-0002,(81) 90001-0004,2025-04-18 16:33:00,289
L00857,(81) 90001-0003,(81) 90001-0012,2025-04-18 20:49:00,566
L00858,(81) 90001-0008,(81) 90001-0009,2025-04-18 21:14:00,259
L00859,(81) 90001-0001,(81) 90001-0003,2025-04-18 06:58:00,239
L00860,(81) 90001-0003,(81) 90001-0006,2025-04-18 19:20:00,680
L00861,(81) 90001-0001,(81) 90001-0002,2025-04-18 15:30:00,330
L00862,(81) 90001-0008,(81) 90001-0009,2025-04-18 13:24:00,312
L00863,(81) 90001-0003,(81) 90001-0012,2025-04-18 22:14:00,311
L00864,(81) 90001-0001,(81) 90001-0004,2025-04-18 18:52:00,889
L00865,(81) 90001-0003,(81) 90001-0006,2025-04-19 19:03:00,805
L00866,(81) 90001-0011,(81) 90001-0012,2025-04-19 21:16:00,140
L00867,(81) 90001-0009,(81) 90001-0010,2025-04-19 16:36:00,144
L00868,(81) 90001-0008,(81) 90001-0009,2025-04-19 07:19:00,485
L00869,(81) 90001-0001,(81) 90001-0002,2025-04-19 16:55:00,729
L00870,(81) 90001-0009,(81) 90001-0010,2025-04-19 12:50:00,457
L00871,(81) 90001-0004,(81) 90001-0009,2025-04-19 09:18:00,30
L00872,(81) 90001-0002,(81) 90001-0004,2025-04-19 15:30:00,32
L00873,(81) 90001-0001,(81) 90001-0003,2025-04-19 16:15:00,637
L00874,(81) 90001-0004,(81) 90001-0009,2025-04-19 07:47:00,213
L00875,(81) 90001-0001,(81) 90001-0008,2025-04-20 15:11:00,752
L00876,(81) 90001-0004,(81) 90001-0008,2025-04-20 06:33:00,443
L00877,(81) 90001-0002,(81) 90001-0006,2025-04-20 13:52:00,199
L00878,(81) 90001-0001,(81) 90001-0003,2025-04-20 23:30:00,74
L00879,(81) 90001-0002,(81) 90001-0006,2025-04-20 16:34:00,847
L00880,(81) 90001-0002,(81) 90001-0004,2025-04-20 08:51:00,558
L00881,(81) 90001-0006,(81) 90001-0011,2025-04-20 22:04:00,782
L00882,(81) 90001-0001,(81) 90001-0004,2025-04-20 16:06:00,354
L00883,(81) 90001-0003,(81) 90001-0006,2025-04-20 17:05:00,115
L00884,(81) 90001-0006,(81) 90001-0011,2025-04-20 10:14:00,83
L00885,(81) 90001-0002,(81) 90001-0006,2025-04-21 23:31:00,206
L00886,(81) 90001-0001,(81) 90001-0008,2025-04-21 11:15:00,269
L00887,(81) 90001-0011,(81) 90001-0012,2025-04-21 14:03:00,397
L00888,(81) 90001-0001,(81) 90001-0004,2025-04-21 06:04:00,768
L00889,(81) 90001-0002,(81) 90001-0004,2025-04-21 10:23:00,585
L00890,(81) 90001-0009,(81) 90001-0010,2025-04-21 15:04:00,267
L00891,(81) 90001-0001,(81) 90001-0003,2025-04-21 20:22:00,632
L00892,(81) 90001-0008,(81) 90001-0009,2025-04-22 19:26:00,837
L00893,(81) 90001-0004,(81) 90001-0009,2025-04-22 12:55:00,483
L00894,(81) 90001-0006,(81) 90001-0011,2025-04-22 14:34:00,825
L00895,(81) 90001-0004,(81) 90001-0009,2025-04-22 06:17:00,457
L00896,(81) 90001-0003,(81) 90001-0006,2025-04-22 13:34:00,249
L00897,(81) 90001-0003,(81) 90001-0012,2025-04-22 23:31:00,54
L00898,(81) 90001-0004,(81) 90001-0008,2025-04-22 16:02:00,174
L00899,(81) 90001-0006,(81) 90001-0011,2025-04-22 11:47:00,329
L00900,(81) 90001-0011,(81) 90001-0012,2025-04-22 08:32:00,813
L00901,(81) 90001-0001,(81) 90001-0008,2025-04-22 17:22:00,176
L00902,(81) 90001-0008,(81) 90001-0009,2025-04-22 19:29:00,888
L00903,(81) 90001-0002,(81) 90001-0004,2025-04-22 10:49:00,897
L00904,(81) 90001-0003,(81) 90001-0006,2025-04-23 06:26:00,301
L00905,(81) 90001-0003,(81) 90001-0006,2025-04-23 22:39:00,723
L00906,(81) 90001-0001,(81) 90001-0008,2025-04-23 09:31:00,555
L00907,(81) 90001-0001,(81) 90001-0004,2025-04-23 20:59:00,792
L00908,(81) 90001-0003,(81) 90001-0012,2025-04-23 17:49:00,237
L00909,(81) 90001-0001,(81) 90001-0003,2025-04-23 07:30:00,385
L00910,(81) 90001-0001,(81) 90001-0004,2025-04-23 17:02:00,178
L00911,(81) 90001-0004,(81) 90001-0009,2025-04-23 21:30:00,169
L00912,(81) 90001-0004,(81) 90001-0009,2025-04-23 17:16:00,235
L00913,(81) 90001-0004,(81) 90001-0009,2025-04-23 11:05:00,298
L00914,(81) 90001-0008,(81) 90001-0009,2025-04-24 07:47:00,849
L00915,(81) 90001-0008,(81) 90001-0009,2025-04-24 06:36:00,375
L00916,(81) 90001-0009,(81) 90001-0010,2025-04-24 14:56:00,46
L00917,(81) 90001-0009,(81) 90001-0010,2025-04-24 13:17:00,842
L00918,(81) 90001-0001,(81) 90001-0003,2025-04-24 13:40:00,794
L00919,(81) 90001-0008,(81) 90001-0009,2025-04-25 16:59:00,437
L00920,(81) 90001-0001,(81) 90001-0002,2025-04-25 16:00:00,675
L00921,(81) 90001-0008,(81) 90001-0009,2025-04-25 11:39:00,65
L00922,(81) 90001-0004,(81) 90001-0009,2025-04-25 12:55:00,181
L00923,(81) 90001-0001,(81) 90001-0003,2025-04-25 18:01:00,697
L00924,(81) 90001-0009,(81) 90001-0010,2025-04-25 07:26:00,869
L00925,(81) 90001-0004,(81) 90001-0009,2025-04-25 11:05:00,498
L00926,(81) 90001-0006,(81) 90001-0011,2025-04-25 07:17:00,134
L00927,(81) 90001-0003,(81) 90001-0012,2025-04-25 16:03:00,536
L00928,(81) 90001-0008,(81) 90001-0009,2025-04-25 19:01:00,561
L00929,(81) 90001-0003,(81) 90001-0006,2025-04-26 23:46:00,141
L00930,(81) 90001-0001,(81) 90001-0008,2025-04-26 23:24:00,539
L00931,(81) 90001-0002,(81) 90001-0004,2025-04-26 10:34:00,436
L00932,(81) 90001-0002,(81) 90001-0006,2025-04-26 18:17:00,602
L00933,(81) 90001-0001,(81) 90001-0004,2025-04-26 09:28:00,656
L00934,(81) 90001-0004,(81) 90001-0009,2025-04-26 08:58:00,735
L00935,(81) 90001-0001,(81) 90001-0008,2025-04-26 23:22:00,306
L00936,(81) 90001-0002,(81) 90001-0006,2025-04-27 23:47:00,301
L00937,(81) 90001-0006,(81) 90001-0011,2025-04-27 21:41:00,653
L00938,(81) 90001-0001,(81) 90001-0002,2025-04-27 09:53:00,119
L00939,(81) 90001-0011,(81) 90001-0012,2025-04-27 13:21:00,183
L00940,(81) 90001-0011,(81) 90001-0012,2025-04-27 14:32:00,177
L00941,(81) 90001-0003,(81) 90001-0006,2025-04-27 22:35:00,719
L00942,(81) 90001-0001,(81) 90001-0004,2025-04-28 14:22:00,190
L00943,(81) 90001-0001,(81) 90001-0003,2025-04-28 19:16:00,716
L00944,(81) 90001-0001,(81) 90001-0002,2025-04-28 11:21:00,866
L00945,(81) 90001-0009,(81) 90001-0010,2025-04-28 13:26:00,454
L00946,(81) 90001-0002,(81) 90001-0006,2025-04-28 14:20:00,226
L00947,(81) 90001-0001,(81) 90001-0002,2025-04-28 10:36:00,466
L00948,(81) 90001-0003,(81) 90001-0006,2025-04-28 15:41:00,580
L00949,(81) 90001-0002,(81) 90001-0006,2025-04-28 15:16:00,584
L00950,(81) 90001-0001,(81) 90001-0003,2025-04-28 15:54:00,411
L00951,(81) 90001-0004,(81) 90001-0009,2025-04-28 20:18:00,581
L00952,(81) 90001-0001,(81) 90001-0003,2025-04-28 13:00:00,206
L00953,(81) 90001-0001,(81) 90001-0003,2025-04-28 19:44:00,726
L00954,(81) 90001-0001,(81) 90001-0008,2025-04-29 16:55:00,739
L00955,(81) 90001-0009,(81) 90001-0010,2025-04-29 18:38:00,663
L00956,(81) 90001-0002,(81) 90001-0006,2025-04-29 23:52:00,416
L00957,(81) 90001-0001,(81) 90001-0003,2025-04-29 22:12:00,858
L00958,(81) 90001-0002,(81) 90001-0006,2025-04-29 23:28:00,877
L00959,(81) 90001-0001,(81) 90001-0003,2025-04-29 18:53:00,332
L00960,(81) 90001-0001,(81) 90001-0004,2025-04-29 19:04:00,256
L00961,(81) 90001-0006,(81) 90001-0011,2025-04-29 11:28:00,391
L00962,(81) 90001-0002,(81) 90001-0004,2025-04-29 09:43:00,37
L00963,(81) 90001-0001,(81) 90001-0002,2025-04-30 15:23:00,741
L00964,(81) 90001-0003,(81) 90001-0012,2025-04-30 07:22:00,404
L00965,(81) 90001-0003,(81) 90001-0006,2025-04-30 10:35:00,571
L00966,(81) 90001-0002,(81) 90001-0004,2025-04-30 13:50:00,186
L00967,(81) 90001-0001,(81) 90001-0003,2025-05-01 08:06:00,53
L00968,(81) 90001-0003,(81) 90001-0012,2025-05-01 19:38:00,853
L00969,(81) 90001-0011,(81) 90001-0012,2025-05-01 22:25:00,434
L00970,(81) 90001-0004,(81) 90001-0008,2025-05-01 13:58:00,100
L00971,(81) 90001-0001,(81) 90001-0003,2025-05-01 19:40:00,24
L00972,(81) 90001-0001,(81) 90001-0004,2025-05-01 07:31:00,90
L00973,(81) 90001-0003,(81) 90001-0012,2025-05-01 06:54:00,267
L00974,(81) 90001-0001,(81) 90001-0004,2025-05-02 06:23:00,613
L00975,(81) 90001-0011,(81) 90001-0012,2025-05-02 20:25:00,407
L00976,(81) 90001-0001,(81) 90001-0008,2025-05-02 07:47:00,358
L00977,(81) 90001-0003,(81) 90001-0006,2025-05-02 23:21:00,829
L00978,(81) 90001-0002,(81) 90001-0004,2025-05-02 16:56:00,422
L00979,(81) 90001-0004,(81) 90001-0008,2025-05-03 09:32:00,779
L00980,(81) 90001-0009,(81) 90001-0010,2025-05-03 20:50:00,725
L00981,(81) 90001-0009,(81) 90001-0010,2025-05-03 11:33:00,127
L00982,(81) 90001-0002,(81) 90001-0006,2025-05-03 14:40:00,256
L00983,(81) 90001-0001,(81) 90001-0004,2025-05-03 08:08:00,683
L00984,(81) 90001-0001,(81) 90001-0003,2025-05-03 15:56:00,346
L00985,(81) 90001-0009,(81) 90001-0010,2025-05-03 11:16:00,376
L00986,(81) 90001-0002,(81) 90001-0006,2025-05-03 07:33:00,440
L00987,(81) 90001-0002,(81) 90001-0004,2025-05-03 08:36:00,309
L00988,(81) 90001-0004,(81) 90001-0008,2025-05-03 09:33:00,529
L00989,(81) 90001-0004,(81) 90001-0008,2025-05-03 21:48:00,323
L00990,(81) 90001-0004,(81) 90001-0008,2025-05-04 16:15:00,598
L00991,(81) 90001-0009,(81) 90001-0010,2025-05-04 18:19:00,469
L00992,(81) 90001-0001,(81) 90001-0008,2025-05-04 16:53:00,390
L00993,(81) 90001-0001,(81) 90001-0004,2025-05-04 11:55:00,792
L00994,(81) 90001-0002,(81) 90001-0004,2025-05-04 21:11:00,522
L00995,(81) 90001-0003,(81) 90001-0012,2025-05-04 10:41:00,55
L00996,(81) 90001-0001,(81) 90001-0002,2025-05-04 23:55:00,103
L00997,(81) 90001-0006,(81) 90001-0011,2025-05-04 06:43:00,151
L00998,(81) 90001-0004,(81) 90001-0009,2025-05-04 14:12:00,765
L00999,(81) 90001-0004,(81) 90001-0008,2025-05-04 12:38:00,720
L01000,(81) 90001-0009,(81) 90001-0010,2025-05-04 15:25:00,753
L01001,(81) 90001-0001,(81) 90001-0008,2025-05-05 23:05:00,21
L01002,(81) 90001-0001,(81) 90001-0002,2025-05-05 10:06:00,520
L01003,(81) 90001-0004,(81) 90001-0008,2025-05-05 11:54:00,868
L01004,(81) 90001-0006,(81) 90001-0011,2025-05-05 22:28:00,606
L01005,(81) 90001-0001,(81) 90001-0008,2025-05-05 08:44:00,627
L01006,(81) 90001-0003,(81) 90001-0006,2025-05-05 23:36:00,176
L01007,(81) 90001-0001,(81) 90001-0004,2025-05-05 18:40:00,780
L01008,(81) 90001-0011,(81) 90001-0012,2025-05-05 15:06:00,90
L01009,(81) 90001-0002,(81) 90001-0006,2025-05-06 16:59:00,826
L01010,(81) 90001-0002,(81) 90001-0004,2025-05-06 07:50:00,880
L01011,(81) 90001-0004,(81) 90001-0009,2025-05-06 08:48:00,52
L01012,(81) 90001-0001,(81) 90001-0004,2025-05-06 10:09:00,301
L01013,(81) 90001-0008,(81) 90001-0009,2025-05-06 18:13:00,407
L01014,(81) 90001-0008,(81) 90001-0009,2025-05-06 08:30:00,847
L01015,(81) 90001-0009,(81) 90001-0010,2025-05-06 22:10:00,723
L01016,(81) 90001-0002,(81) 90001-0004,2025-05-06 16:41:00,494
L01017,(81) 90001-0002,(81) 90001-0006,2025-05-06 07:00:00,791
L01018,(81) 90001-0002,(81) 90001-0006,2025-05-06 20:35:00,328
L01019,(81) 90001-0001,(81) 90001-0008,2025-05-06 22:16:00,472
L01020,(81) 90001-0001,(81) 90001-0008,2025-05-07 21:15:00,166
L01021,(81) 90001-0006,(81) 90001-0011,2025-05-07 16:28:00,268
L01022,(81) 90001-0001,(81) 90001-0003,2025-05-07 19:12:00,293
L01023,(81) 90001-0001,(81) 90001-0002,2025-05-07 06:54:00,151
L01024,(81) 90001-0006,(81) 90001-0011,2025-05-07 22:32:00,257
L01025,(81) 90001-0002,(81) 90001-0006,2025-05-08 16:02:00,600
L01026,(81) 90001-0001,(81) 90001-0002,2025-05-08 15:23:00,292
L01027,(81) 90001-0002,(81) 90001-0006,2025-05-08 18:12:00,143
L01028,(81) 90001-0001,(81) 90001-0003,2025-05-08 13:32:00,234
L01029,(81) 90001-0001,(81) 90001-0004,2025-05-08 20:57:00,113
L01030,(81) 90001-0002,(81) 90001-0004,2025-05-09 22:14:00,229
L01031,(81) 90001-0003,(81) 90001-0012,2025-05-09 12:19:00,210
L01032,(81) 90001-0008,(81) 90001-0009,2025-05-09 19:48:00,647
L01033,(81) 90001-0001,(81) 90001-0008,2025-05-09 07:18:00,729
L01034,(81) 90001-0001,(81) 90001-0008,2025-05-09 23:36:00,488
L01035,(81) 90001-0002,(81) 90001-0004,2025-05-10 16:42:00,360
L01036,(81) 90001-0003,(81) 90001-0012,2025-05-10 15:47:00,78
L01037,(81) 90001-0002,(81) 90001-0004,2025-05-10 07:54:00,268
L01038,(81) 90001-0009,(81) 90001-0010,2025-05-10 20:49:00,381
L01039,(81) 90001-0003,(81) 90001-0012,2025-05-10 06:04:00,521
L01040,(81) 90001-0002,(81) 90001-0006,2025-05-10 21:46:00,893
L01041,(81) 90001-0001,(81) 90001-0004,2025-05-10 10:45:00,622
L01042,(81) 90001-0011,(81) 90001-0012,2025-05-10 17:09:00,675
L01043,(81) 90001-0001,(81) 90001-0002,2025-05-11 13:35:00,723
L01044,(81) 90001-0001,(81) 90001-0003,2025-05-11 23:51:00,565
L01045,(81) 90001-0006,(81) 90001-0011,2025-05-11 07:48:00,420
L01046,(81) 90001-0001,(81) 90001-0003,2025-05-11 21:39:00,686
L01047,(81) 90001-0011,(81) 90001-0012,2025-05-11 10:51:00,142
L01048,(81) 90001-0001,(81) 90001-0008,2025-05-11 15:48:00,126
L01049,(81) 90001-0001,(81) 90001-0008,2025-05-11 15:52:00,250
L01050,(81) 90001-0003,(81) 90001-0012,2025-05-11 22:49:00,285
L01051,(81) 90001-0008,(81) 90001-0009,2025-05-11 17:36:00,680
L01052,(81) 90001-0003,(81) 90001-0006,2025-05-11 15:50:00,642
L01053,(81) 90001-0001,(81) 90001-0004,2025-05-12 20:25:00,242
L01054,(81) 90001-0004,(81) 90001-0009,2025-05-12 23:41:00,369
L01055,(81) 90001-0004,(81) 90001-0008,2025-05-12 10:53:00,573
L01056,(81) 90001-0001,(81) 90001-0002,2025-05-12 22:12:00,521
L01057,(81) 90001-0001,(81) 90001-0004,2025-05-12 23:13:00,119
L01058,(81) 90001-0001,(81) 90001-0008,2025-05-12 14:39:00,136
L01059,(81) 90001-0004,(81) 90001-0009,2025-05-13 18:23:00,491
L01060,(81) 90001-0011,(81) 90001-0012,2025-05-13 18:13:00,448
L01061,(81) 90001-0011,(81) 90001-0012,2025-05-13 09:17:00,594
L01062,(81) 90001-0011,(81) 90001-0012,2025-05-13 10:43:00,801
L01063,(81) 90001-0003,(81) 90001-0006,2025-05-13 16:36:00,106
L01064,(81) 90001-0006,(81) 90001-0011,2025-05-14 20:32:00,126
L01065,(81) 90001-0001,(81) 90001-0004,2025-05-14 11:42:00,857
L01066,(81) 90001-0004,(81) 90001-0009,2025-05-14 10:36:00,568
L01067,(81) 90001-0001,(81) 90001-0008,2025-05-14 22:24:00,746
L01068,(81) 90001-0002,(81) 90001-0004,2025-05-14 16:17:00,211
L01069,(81) 90001-0011,(81) 90001-0012,2025-05-14 11:43:00,750
L01070,(81) 90001-0001,(81) 90001-0002,2025-05-14 06:32:00,673
L01071,(81) 90001-0001,(81) 90001-0004,2025-05-15 20:15:00,366
L01072,(81) 90001-0006,(81) 90001-0011,2025-05-15 15:25:00,874
L01073,(81) 90001-0006,(81) 90001-0011,2025-05-15 12:26:00,752
